model,cat,strategy,divider,overlap,met,score
yolo11n,C_finetuned_supervised,grid_search,4.0,0.0,recall,0.7
yolo11m,A_unfinetuned,baseline,0.0,0.0,recall,0.0
yolo11m,A_unfinetuned,bo_exploration,2.0,0.47,recall,0.4755
yolo11m,A_unfinetuned,bo_exploitation,3.0,0.41,recall,0.6214
yolo11m,A_unfinetuned,grid_search,4.0,0.5,recall,0.6424
yolo11m,B_finetuned_unsupervised,baseline,0.0,0.0,recall,0.0
yolo11m,B_finetuned_unsupervised,bo_exploration,3.0,0.42,recall,0.6672
yolo11m,B_finetuned_unsupervised,bo_exploitation,3.0,0.13,recall,0.6706
yolo11m,B_finetuned_unsupervised,grid_search,4.0,0.5,recall,0.6907
yolo11m,C_finetuned_supervised,bo_exploration,4.0,0.0,recall,0.7
yolo11m,C_finetuned_supervised,bo_exploitation,4.0,0.5,recall,0.6907
yolo11m,C_finetuned_supervised,grid_search,4.0,0.0,recall,0.7
yolo11n,A_unfinetuned,baseline,0.0,0.0,recall,0.0
yolo11n,A_unfinetuned,bo_exploration,3.0,0.02,recall,0.6821
yolo11n,A_unfinetuned,bo_exploitation,3.0,0.18,recall,0.679
yolo11n,A_unfinetuned,grid_search,4.0,0.5,recall,0.715
yolo11n,B_finetuned_unsupervised,baseline,0.0,0.0,recall,0.0
yolo11n,B_finetuned_unsupervised,bo_exploration,4.0,0.5,recall,0.7029
yolo11n,B_finetuned_unsupervised,bo_exploitation,2.0,0.04,recall,0.4643
yolo11n,B_finetuned_unsupervised,grid_search,4.0,0.5,recall,0.7029
yolo11n,C_finetuned_supervised,bo_exploration,4.0,0.0,recall,0.72
yolo11n,C_finetuned_supervised,bo_exploitation,3.0,0.0,recall,0.6776
yolo11n,C_finetuned_supervised,grid_search,4.0,0.0,recall,0.72
yolo11m,A_unfinetuned,baseline,0.0,0.0,recall,0.0001
yolo11m,A_unfinetuned,bo_exploration,3.0,0.28,recall,0.6546
yolo11m,A_unfinetuned,bo_exploitation,3.0,0.06,recall,0.6465
yolo11m,A_unfinetuned,grid_search,4.0,0.5,recall,0.6731
yolo11m,B_finetuned_unsupervised,baseline,0.0,0.0,recall,0.0
yolo11m,B_finetuned_unsupervised,bo_exploration,3.0,0.48,recall,0.6858
yolo11m,B_finetuned_unsupervised,bo_exploitation,3.0,0.5,recall,0.6793
yolo11m,B_finetuned_unsupervised,grid_search,4.0,0.5,recall,0.7042
yolo11m,C_finetuned_supervised,bo_exploration,3.0,0.32,recall,0.6771
yolo11m,C_finetuned_supervised,bo_exploitation,3.0,0.11,recall,0.6881
yolo11m,C_finetuned_supervised,grid_search,4.0,0.0,recall,0.7191
yolo11n,A_unfinetuned,baseline,0.0,0.0,recall,0.0
yolo11n,A_unfinetuned,bo_exploration,3.0,0.38,recall,0.6393
yolo11n,A_unfinetuned,bo_exploitation,2.0,0.02,recall,0.4756
yolo11n,A_unfinetuned,grid_search,4.0,0.5,recall,0.6954
yolo11n,B_finetuned_unsupervised,baseline,0.0,0.0,recall,0.0
yolo11n,B_finetuned_unsupervised,bo_exploration,2.0,0.25,recall,0.462
yolo11n,B_finetuned_unsupervised,bo_exploitation,3.0,0.42,recall,0.6633
yolo11n,B_finetuned_unsupervised,grid_search,4.0,0.5,recall,0.7029
yolo11n,C_finetuned_supervised,bo_exploration,2.0,0.14,recall,0.464
yolo11n,C_finetuned_supervised,bo_exploitation,3.0,0.48,recall,0.6622
yolo11n,C_finetuned_supervised,grid_search,4.0,0.0,recall,0.72
yolo11m,A_unfinetuned,baseline,0.0,0.0,recall,0.0001
yolo11m,A_unfinetuned,bo_exploration,3.0,0.32,recall,0.6498
yolo11m,A_unfinetuned,bo_exploitation,3.0,0.18,recall,0.6458
yolo11m,A_unfinetuned,grid_search,4.0,0.5,recall,0.679
yolo11m,B_finetuned_unsupervised,baseline,0.0,0.0,recall,0.0
yolo11m,B_finetuned_unsupervised,bo_exploration,3.0,0.47,recall,0.6843
yolo11m,B_finetuned_unsupervised,bo_exploitation,3.0,0.02,recall,0.6906
yolo11m,B_finetuned_unsupervised,grid_search,4.0,0.5,recall,0.7042
yolo11m,C_finetuned_supervised,bo_exploration,3.0,0.0,recall,0.6784
yolo11m,C_finetuned_supervised,bo_exploitation,2.0,0.33,recall,0.5184
yolo11m,C_finetuned_supervised,grid_search,4.0,0.0,recall,0.7191
yolo11n,A_unfinetuned,baseline,0.0,0.0,recall,0.0
yolo11n,A_unfinetuned,bo_exploration,2.0,0.42,recall,0.3681
yolo11n,A_unfinetuned,bo_exploitation,3.0,0.35,recall,0.5818
yolo11n,A_unfinetuned,grid_search,4.0,0.5,recall,0.6418
yolo11n,B_finetuned_unsupervised,baseline,0.0,0.0,recall,0.0
yolo11n,B_finetuned_unsupervised,bo_exploration,4.0,0.0,recall,0.7269
yolo11n,B_finetuned_unsupervised,bo_exploitation,3.0,0.46,recall,0.6572
yolo11n,B_finetuned_unsupervised,grid_search,4.0,0.5,recall,0.7071
yolo11n,C_finetuned_supervised,bo_exploration,4.0,0.5,recall,0.7071
yolo11n,C_finetuned_supervised,bo_exploitation,2.0,0.0,recall,0.4747
yolo11n,C_finetuned_supervised,grid_search,4.0,0.0,recall,0.7269
yolo11m,A_unfinetuned,baseline,0.0,0.0,recall,0.0001
yolo11m,A_unfinetuned,bo_exploration,4.0,0.0,recall,0.6473
yolo11m,A_unfinetuned,bo_exploitation,3.0,0.12,recall,0.5839
yolo11m,A_unfinetuned,grid_search,4.0,0.5,recall,0.6261
yolo11m,B_finetuned_unsupervised,baseline,0.0,0.0,recall,0.0
yolo11m,B_finetuned_unsupervised,bo_exploration,3.0,0.34,recall,0.6799
yolo11m,B_finetuned_unsupervised,bo_exploitation,2.0,0.34,recall,0.52
yolo11m,B_finetuned_unsupervised,grid_search,4.0,0.5,recall,0.7038
yolo11m,C_finetuned_supervised,bo_exploration,2.0,0.44,recall,0.516
yolo11m,C_finetuned_supervised,bo_exploitation,3.0,0.17,recall,0.6725
yolo11m,C_finetuned_supervised,grid_search,4.0,0.0,recall,0.7189
yolo11n,A_unfinetuned,baseline,0.0,0.0,recall,0.0
yolo11n,A_unfinetuned,bo_exploration,4.0,0.41,recall,0.7133
yolo11n,A_unfinetuned,bo_exploitation,2.0,0.37,recall,0.4159
yolo11n,A_unfinetuned,grid_search,4.0,0.5,recall,0.7154
yolo11n,B_finetuned_unsupervised,baseline,0.0,0.0,recall,0.0
yolo11n,B_finetuned_unsupervised,bo_exploration,3.0,0.07,recall,0.6488
yolo11n,B_finetuned_unsupervised,bo_exploitation,2.0,0.22,recall,0.4477
yolo11n,B_finetuned_unsupervised,grid_search,4.0,0.5,recall,0.6971
yolo11n,C_finetuned_supervised,bo_exploration,2.0,0.3,recall,0.452
yolo11n,C_finetuned_supervised,bo_exploitation,3.0,0.16,recall,0.649
yolo11n,C_finetuned_supervised,grid_search,4.0,0.0,recall,0.7124
yolo11m,A_unfinetuned,baseline,0.0,0.0,recall,0.0
yolo11m,A_unfinetuned,bo_exploration,3.0,0.34,recall,0.6656
yolo11m,A_unfinetuned,bo_exploitation,3.0,0.06,recall,0.6557
yolo11m,A_unfinetuned,grid_search,4.0,0.5,recall,0.6735
yolo11m,B_finetuned_unsupervised,baseline,0.0,0.0,recall,0.0
yolo11m,B_finetuned_unsupervised,bo_exploration,3.0,0.0,recall,0.6783
yolo11m,B_finetuned_unsupervised,bo_exploitation,3.0,0.39,recall,0.6786
yolo11m,B_finetuned_unsupervised,grid_search,4.0,0.5,recall,0.7039
yolo11m,C_finetuned_supervised,bo_exploration,3.0,0.12,recall,0.6754
yolo11m,C_finetuned_supervised,bo_exploitation,2.0,0.0,recall,0.5067
yolo11m,C_finetuned_supervised,grid_search,4.0,0.0,recall,0.719
yolo11n,A_unfinetuned,baseline,0.0,0.0,recall,0.0001
yolo11n,A_unfinetuned,bo_exploration,3.0,0.36,recall,0.6753
yolo11n,A_unfinetuned,bo_exploitation,4.0,0.3,recall,0.6962
yolo11n,A_unfinetuned,grid_search,4.0,0.5,recall,0.7053
yolo11n,B_finetuned_unsupervised,baseline,0.0,0.0,recall,0.0
yolo11n,B_finetuned_unsupervised,bo_exploration,3.0,0.5,recall,0.6766
yolo11n,B_finetuned_unsupervised,bo_exploitation,3.0,0.35,recall,0.6736
yolo11n,B_finetuned_unsupervised,grid_search,4.0,0.5,recall,0.7028
yolo11n,C_finetuned_supervised,bo_exploration,3.0,0.0,recall,0.6772
yolo11n,C_finetuned_supervised,bo_exploitation,4.0,0.23,recall,0.7135
yolo11n,C_finetuned_supervised,grid_search,4.0,0.0,recall,0.7198
yolo11m,A_unfinetuned,baseline,0.0,0.0,recall,0.0001
yolo11m,A_unfinetuned,bo_exploration,3.0,0.33,recall,0.6704
yolo11m,A_unfinetuned,bo_exploitation,3.0,0.04,recall,0.6716
yolo11m,A_unfinetuned,grid_search,4.0,0.5,recall,0.6923
yolo11m,B_finetuned_unsupervised,baseline,0.0,0.0,recall,0.0
yolo11m,B_finetuned_unsupervised,bo_exploration,2.0,0.42,recall,0.5159
yolo11m,B_finetuned_unsupervised,bo_exploitation,3.0,0.16,recall,0.6745
yolo11m,B_finetuned_unsupervised,grid_search,4.0,0.5,recall,0.7038
yolo11m,C_finetuned_supervised,bo_exploration,2.0,0.28,recall,0.5155
yolo11m,C_finetuned_supervised,bo_exploitation,3.0,0.01,recall,0.6917
yolo11m,C_finetuned_supervised,grid_search,4.0,0.0,recall,0.7188
yolo11n,A_unfinetuned,baseline,0.0,0.0,recall,0.0
yolo11n,A_unfinetuned,bo_exploration,3.0,0.5,recall,0.6367
yolo11n,A_unfinetuned,bo_exploitation,3.0,0.42,recall,0.6286
yolo11n,A_unfinetuned,grid_search,4.0,0.5,recall,0.6943
yolo11n,B_finetuned_unsupervised,baseline,0.0,0.0,recall,0.0
yolo11n,B_finetuned_unsupervised,bo_exploration,3.0,0.5,recall,0.6486
yolo11n,B_finetuned_unsupervised,bo_exploitation,2.0,0.5,recall,0.4569
yolo11n,B_finetuned_unsupervised,grid_search,4.0,0.5,recall,0.6953
yolo11n,C_finetuned_supervised,bo_exploration,4.0,0.0,recall,0.7131
yolo11n,C_finetuned_supervised,bo_exploitation,3.0,0.23,recall,0.6578
yolo11n,C_finetuned_supervised,grid_search,4.0,0.0,recall,0.7131
yolo11m,A_unfinetuned,baseline,0.0,0.0,recall,0.0
yolo11m,A_unfinetuned,bo_exploration,3.0,0.47,recall,0.6283
yolo11m,A_unfinetuned,bo_exploitation,3.0,0.31,recall,0.6193
yolo11m,A_unfinetuned,grid_search,4.0,0.5,recall,0.661
yolo11m,B_finetuned_unsupervised,baseline,0.0,0.0,recall,0.0
yolo11m,B_finetuned_unsupervised,bo_exploration,3.0,0.47,recall,0.6849
yolo11m,B_finetuned_unsupervised,bo_exploitation,3.0,0.45,recall,0.6923
yolo11m,B_finetuned_unsupervised,grid_search,4.0,0.5,recall,0.7043
yolo11m,C_finetuned_supervised,bo_exploration,3.0,0.0,recall,0.6789
yolo11m,C_finetuned_supervised,bo_exploitation,3.0,0.28,recall,0.6779
yolo11m,C_finetuned_supervised,grid_search,4.0,0.0,recall,0.7193
yolo11n,A_unfinetuned,baseline,0.0,0.0,recall,0.0001
yolo11n,A_unfinetuned,bo_exploration,4.0,0.49,recall,0.701
yolo11n,A_unfinetuned,bo_exploitation,3.0,0.15,recall,0.6816
yolo11n,A_unfinetuned,grid_search,4.0,0.5,recall,0.7012
yolo11n,B_finetuned_unsupervised,baseline,0.0,0.0,recall,0.0
yolo11n,B_finetuned_unsupervised,bo_exploration,2.0,0.18,recall,0.447
yolo11n,B_finetuned_unsupervised,bo_exploitation,3.0,0.24,recall,0.6481
yolo11n,B_finetuned_unsupervised,grid_search,4.0,0.5,recall,0.6977
yolo11n,C_finetuned_supervised,bo_exploration,3.0,0.31,recall,0.6515
yolo11n,C_finetuned_supervised,bo_exploitation,3.0,0.09,recall,0.6487
yolo11n,C_finetuned_supervised,grid_search,4.0,0.0,recall,0.7124
yolo11m,A_unfinetuned,baseline,0.0,0.0,recall,0.0
yolo11m,A_unfinetuned,bo_exploration,2.0,0.3,recall,0.497
yolo11m,A_unfinetuned,bo_exploitation,3.0,0.32,recall,0.6616
yolo11m,A_unfinetuned,grid_search,4.0,0.5,recall,0.6578
yolo11m,B_finetuned_unsupervised,baseline,0.0,0.0,recall,0.0
yolo11m,B_finetuned_unsupervised,bo_exploration,3.0,0.29,recall,0.6773
yolo11m,B_finetuned_unsupervised,bo_exploitation,3.0,0.44,recall,0.683
yolo11m,B_finetuned_unsupervised,grid_search,4.0,0.5,recall,0.7041
yolo11m,C_finetuned_supervised,bo_exploration,3.0,0.0,recall,0.6782
yolo11m,C_finetuned_supervised,bo_exploitation,2.0,0.05,recall,0.5101
yolo11m,C_finetuned_supervised,grid_search,4.0,0.0,recall,0.7189
yolo11n,A_unfinetuned,baseline,0.0,0.0,recall,0.0
yolo11n,A_unfinetuned,bo_exploration,3.0,0.45,recall,0.642
yolo11n,A_unfinetuned,bo_exploitation,3.0,0.42,recall,0.6288
yolo11n,A_unfinetuned,grid_search,4.0,0.5,recall,0.6767
yolo11n,B_finetuned_unsupervised,baseline,0.0,0.0,recall,0.0
yolo11n,B_finetuned_unsupervised,bo_exploration,3.0,0.11,recall,0.6776
yolo11n,B_finetuned_unsupervised,bo_exploitation,2.0,0.27,recall,0.4735
yolo11n,B_finetuned_unsupervised,grid_search,4.0,0.5,recall,0.7071
yolo11n,C_finetuned_supervised,bo_exploration,3.0,0.5,recall,0.6724
yolo11n,C_finetuned_supervised,bo_exploitation,3.0,0.09,recall,0.6657
yolo11n,C_finetuned_supervised,grid_search,4.0,0.0,recall,0.7269
yolo11n,A_unfinetuned,baseline,0.0,0.0,recall,0.0001
yolo11n,A_unfinetuned,bo_exploration,3.0,0.35,recall,0.6836
yolo11n,A_unfinetuned,bo_exploitation,3.0,0.07,recall,0.6843
yolo11n,A_unfinetuned,grid_search,4.0,0.5,recall,0.7048
yolo11n,B_finetuned_unsupervised,baseline,0.0,0.0,recall,0.0
yolo11n,B_finetuned_unsupervised,bo_exploration,4.0,0.5,recall,0.6834
yolo11n,B_finetuned_unsupervised,bo_exploitation,2.0,0.34,recall,0.4619
yolo11n,B_finetuned_unsupervised,grid_search,4.0,0.5,recall,0.6834
yolo11n,C_finetuned_supervised,bo_exploration,3.0,0.14,recall,0.6384
yolo11n,C_finetuned_supervised,bo_exploitation,3.0,0.36,recall,0.6393
yolo11n,C_finetuned_supervised,grid_search,4.0,0.0,recall,0.7
rtdetr-l,A_unfinetuned,baseline,0.0,0.0,recall,0.0008
rtdetr-l,A_unfinetuned,bo_exploration,2.0,0.31,recall,0.3857
rtdetr-l,A_unfinetuned,bo_exploitation,2.0,0.45,recall,0.3776
rtdetr-l,A_unfinetuned,grid_search,4.0,0.5,recall,0.5823
rtdetr-l,B_finetuned_unsupervised,baseline,0.0,0.0,recall,0.0
rtdetr-l,B_finetuned_unsupervised,bo_exploration,3.0,0.5,recall,0.5484
rtdetr-l,B_finetuned_unsupervised,bo_exploitation,3.0,0.16,recall,0.5411
rtdetr-l,B_finetuned_unsupervised,grid_search,4.0,0.5,recall,0.6501
rtdetr-l,C_finetuned_supervised,bo_exploration,3.0,0.03,recall,0.5436
rtdetr-l,C_finetuned_supervised,bo_exploitation,3.0,0.15,recall,0.5386
rtdetr-l,C_finetuned_supervised,grid_search,4.0,0.0,recall,0.6557
rtdetr-l,A_unfinetuned,baseline,0.0,0.0,recall,0.0
rtdetr-l,A_unfinetuned,bo_exploration,2.0,0.5,recall,0.4077
rtdetr-l,A_unfinetuned,bo_exploitation,3.0,0.17,recall,0.6328
rtdetr-l,A_unfinetuned,grid_search,4.0,0.5,recall,0.6702
rtdetr-l,B_finetuned_unsupervised,baseline,0.0,0.0,recall,0.0001
rtdetr-l,B_finetuned_unsupervised,bo_exploration,3.0,0.35,recall,0.5867
rtdetr-l,B_finetuned_unsupervised,bo_exploitation,2.0,0.17,recall,0.4019
rtdetr-l,B_finetuned_unsupervised,grid_search,4.0,0.5,recall,0.6443
rtdetr-l,C_finetuned_supervised,bo_exploration,3.0,0.18,recall,0.5703
rtdetr-l,C_finetuned_supervised,bo_exploitation,4.0,0.0,recall,0.6191
rtdetr-l,C_finetuned_supervised,grid_search,4.0,0.0,recall,0.6191
rtdetr-l,A_unfinetuned,baseline,0.0,0.0,recall,0.0
rtdetr-l,A_unfinetuned,bo_exploration,2.0,0.21,recall,0.3747
rtdetr-l,A_unfinetuned,bo_exploitation,3.0,0.11,recall,0.6334
rtdetr-l,A_unfinetuned,grid_search,4.0,0.5,recall,0.6587
rtdetr-l,B_finetuned_unsupervised,baseline,0.0,0.0,recall,0.0
rtdetr-l,B_finetuned_unsupervised,bo_exploration,3.0,0.21,recall,0.5503
rtdetr-l,B_finetuned_unsupervised,bo_exploitation,3.0,0.17,recall,0.55
rtdetr-l,B_finetuned_unsupervised,grid_search,4.0,0.5,recall,0.6162
rtdetr-l,C_finetuned_supervised,bo_exploration,4.0,0.0,recall,0.594
rtdetr-l,C_finetuned_supervised,bo_exploitation,3.0,0.32,recall,0.5626
rtdetr-l,C_finetuned_supervised,grid_search,4.0,0.0,recall,0.594
rtdetr-l,A_unfinetuned,baseline,0.0,0.0,recall,0.0
rtdetr-l,A_unfinetuned,bo_exploration,4.0,0.5,recall,0.6816
rtdetr-l,A_unfinetuned,bo_exploitation,3.0,0.01,recall,0.5882
rtdetr-l,A_unfinetuned,grid_search,4.0,0.5,recall,0.6816
rtdetr-l,B_finetuned_unsupervised,baseline,0.0,0.0,recall,0.0022
rtdetr-l,B_finetuned_unsupervised,bo_exploration,3.0,0.5,recall,0.5023
rtdetr-l,B_finetuned_unsupervised,bo_exploitation,4.0,0.07,recall,0.565
rtdetr-l,B_finetuned_unsupervised,grid_search,4.0,0.5,recall,0.5761
rtdetr-l,C_finetuned_supervised,bo_exploration,2.0,0.05,recall,0.3226
rtdetr-l,C_finetuned_supervised,bo_exploitation,3.0,0.0,recall,0.5098
rtdetr-l,C_finetuned_supervised,grid_search,4.0,0.0,recall,0.5708
rtdetr-l,A_unfinetuned,baseline,0.0,0.0,recall,0.0
rtdetr-l,A_unfinetuned,bo_exploration,4.0,0.28,recall,0.6113
rtdetr-l,A_unfinetuned,bo_exploitation,3.0,0.13,recall,0.5718
rtdetr-l,A_unfinetuned,grid_search,4.0,0.5,recall,0.641
rtdetr-l,B_finetuned_unsupervised,baseline,0.0,0.0,recall,0.0001
rtdetr-l,B_finetuned_unsupervised,bo_exploration,3.0,0.04,recall,0.5907
rtdetr-l,B_finetuned_unsupervised,bo_exploitation,3.0,0.35,recall,0.5923
rtdetr-l,B_finetuned_unsupervised,grid_search,4.0,0.5,recall,0.6362
rtdetr-l,C_finetuned_supervised,bo_exploration,3.0,0.22,recall,0.5728
rtdetr-l,C_finetuned_supervised,bo_exploitation,3.0,0.12,recall,0.586
rtdetr-l,C_finetuned_supervised,grid_search,4.0,0.25,recall,0.6179
rtdetr-l,A_unfinetuned,baseline,0.0,0.0,recall,0.0023
rtdetr-l,A_unfinetuned,bo_exploration,3.0,0.43,recall,0.5702
rtdetr-l,A_unfinetuned,bo_exploitation,2.0,0.11,recall,0.3959
rtdetr-l,A_unfinetuned,grid_search,4.0,0.5,recall,0.6034
rtdetr-l,B_finetuned_unsupervised,baseline,0.0,0.0,recall,0.0001
rtdetr-l,B_finetuned_unsupervised,bo_exploration,3.0,0.5,recall,0.6476
rtdetr-l,B_finetuned_unsupervised,bo_exploitation,3.0,0.46,recall,0.6269
rtdetr-l,B_finetuned_unsupervised,grid_search,4.0,0.5,recall,0.6613
rtdetr-l,C_finetuned_supervised,bo_exploration,3.0,0.2,recall,0.6215
rtdetr-l,C_finetuned_supervised,bo_exploitation,3.0,0.06,recall,0.6392
rtdetr-l,C_finetuned_supervised,grid_search,4.0,0.5,recall,0.6613
rtdetr-l,A_unfinetuned,baseline,0.0,0.0,recall,0.0
rtdetr-l,A_unfinetuned,bo_exploration,3.0,0.18,recall,0.5653
rtdetr-l,A_unfinetuned,bo_exploitation,3.0,0.5,recall,0.5516
rtdetr-l,A_unfinetuned,grid_search,4.0,0.5,recall,0.6205
rtdetr-l,B_finetuned_unsupervised,baseline,0.0,0.0,recall,0.0009
rtdetr-l,B_finetuned_unsupervised,bo_exploration,3.0,0.5,recall,0.58
rtdetr-l,B_finetuned_unsupervised,bo_exploitation,2.0,0.22,recall,0.397
rtdetr-l,B_finetuned_unsupervised,grid_search,4.0,0.5,recall,0.6385
rtdetr-l,C_finetuned_supervised,bo_exploration,3.0,0.24,recall,0.5725
rtdetr-l,C_finetuned_supervised,bo_exploitation,4.0,0.37,recall,0.6285
rtdetr-l,C_finetuned_supervised,grid_search,4.0,0.0,recall,0.6314
rtdetr-l,A_unfinetuned,baseline,0.0,0.0,recall,0.0002
rtdetr-l,A_unfinetuned,bo_exploration,3.0,0.02,recall,0.6124
rtdetr-l,A_unfinetuned,bo_exploitation,3.0,0.42,recall,0.615
rtdetr-l,A_unfinetuned,grid_search,4.0,0.5,recall,0.6237
rtdetr-l,B_finetuned_unsupervised,baseline,0.0,0.0,recall,0.0007
rtdetr-l,B_finetuned_unsupervised,bo_exploration,1.0,0.28,recall,0.0043
rtdetr-l,B_finetuned_unsupervised,bo_exploitation,4.0,0.44,recall,0.6101
rtdetr-l,B_finetuned_unsupervised,grid_search,4.0,0.5,recall,0.6152
rtdetr-l,C_finetuned_supervised,bo_exploration,2.0,0.25,recall,0.3625
rtdetr-l,C_finetuned_supervised,bo_exploitation,3.0,0.0,recall,0.546
rtdetr-l,C_finetuned_supervised,grid_search,4.0,0.0,recall,0.6151
rtdetr-l,A_unfinetuned,baseline,0.0,0.0,recall,0.0
rtdetr-l,A_unfinetuned,bo_exploration,3.0,0.04,recall,0.609
rtdetr-l,A_unfinetuned,bo_exploitation,3.0,0.24,recall,0.6035
rtdetr-l,A_unfinetuned,grid_search,4.0,0.5,recall,0.6568
yolo11n,B_finetuned_unsupervised,baseline,0.0,0.0,recall,0.0
yolo11n,B_finetuned_unsupervised,bo_exploration,2.0,0.18,recall,0.4722
yolo11n,B_finetuned_unsupervised,bo_exploitation,2.0,0.38,recall,0.4745
yolo11n,B_finetuned_unsupervised,grid_search,4.0,0.5,recall,0.7068
yolo11n,C_finetuned_supervised,bo_exploration,2.0,0.0,recall,0.4732
yolo11n,C_finetuned_supervised,bo_exploitation,3.0,0.0,recall,0.672
yolo11n,C_finetuned_supervised,grid_search,4.0,0.0,recall,0.7266
yolo11m,A_unfinetuned,baseline,0.0,0.0,recall,0.0
yolo11m,A_unfinetuned,bo_exploration,4.0,0.49,recall,0.6412
yolo11m,A_unfinetuned,bo_exploitation,3.0,0.15,recall,0.6181
yolo11m,A_unfinetuned,grid_search,4.0,0.5,recall,0.6426
yolo11m,B_finetuned_unsupervised,baseline,0.0,0.0,recall,0.0
yolo11m,B_finetuned_unsupervised,bo_exploration,3.0,0.12,recall,0.6745
yolo11m,B_finetuned_unsupervised,bo_exploitation,4.0,0.16,recall,0.7081
yolo11m,B_finetuned_unsupervised,grid_search,4.0,0.5,recall,0.7033
yolo11m,C_finetuned_supervised,bo_exploration,3.0,0.29,recall,0.6766
yolo11m,C_finetuned_supervised,bo_exploitation,3.0,0.46,recall,0.6878
yolo11m,C_finetuned_supervised,grid_search,4.0,0.0,recall,0.7183
yolo11n,A_unfinetuned,baseline,0.0,0.0,recall,0.0002
yolo11n,A_unfinetuned,bo_exploration,3.0,0.28,recall,0.6926
yolo11n,A_unfinetuned,bo_exploitation,3.0,0.14,recall,0.69
yolo11n,A_unfinetuned,grid_search,4.0,0.5,recall,0.7204
yolo11n,B_finetuned_unsupervised,baseline,0.0,0.0,recall,0.0
yolo11n,B_finetuned_unsupervised,bo_exploration,3.0,0.5,recall,0.6638
yolo11n,B_finetuned_unsupervised,bo_exploitation,3.0,0.08,recall,0.6568
yolo11n,B_finetuned_unsupervised,grid_search,4.0,0.5,recall,0.6861
yolo11n,C_finetuned_supervised,bo_exploration,4.0,0.17,recall,0.6967
yolo11n,C_finetuned_supervised,bo_exploitation,2.0,0.2,recall,0.4456
yolo11n,C_finetuned_supervised,grid_search,4.0,0.0,recall,0.7029
yolo11m,A_unfinetuned,baseline,0.0,0.0,recall,0.0
yolo11m,A_unfinetuned,bo_exploration,3.0,0.29,recall,0.6843
yolo11m,A_unfinetuned,bo_exploitation,3.0,0.02,recall,0.6837
yolo11m,A_unfinetuned,grid_search,4.0,0.5,recall,0.6997
yolo11m,B_finetuned_unsupervised,baseline,0.0,0.0,recall,0.0
yolo11m,B_finetuned_unsupervised,bo_exploration,2.0,0.23,recall,0.5116
yolo11m,B_finetuned_unsupervised,bo_exploitation,3.0,0.08,recall,0.6887
yolo11m,B_finetuned_unsupervised,grid_search,4.0,0.5,recall,0.7018
yolo11m,C_finetuned_supervised,bo_exploration,3.0,0.28,recall,0.6768
yolo11m,C_finetuned_supervised,bo_exploitation,3.0,0.0,recall,0.6782
yolo11m,C_finetuned_supervised,grid_search,4.0,0.0,recall,0.7164
yolo11n,A_unfinetuned,baseline,0.0,0.0,recall,0.0
yolo11n,A_unfinetuned,bo_exploration,4.0,0.5,recall,0.6963
yolo11n,A_unfinetuned,bo_exploitation,3.0,0.23,recall,0.6522
yolo11n,A_unfinetuned,grid_search,4.0,0.5,recall,0.6963
yolo11n,B_finetuned_unsupervised,baseline,0.0,0.0,recall,0.0
yolo11n,B_finetuned_unsupervised,bo_exploration,3.0,0.45,recall,0.6736
yolo11n,B_finetuned_unsupervised,bo_exploitation,4.0,0.5,recall,0.7026
yolo11n,B_finetuned_unsupervised,grid_search,4.0,0.5,recall,0.7026
yolo11n,C_finetuned_supervised,bo_exploration,3.0,0.0,recall,0.677
yolo11n,C_finetuned_supervised,bo_exploitation,4.0,0.5,recall,0.7026
yolo11n,C_finetuned_supervised,grid_search,4.0,0.0,recall,0.7195
yolo11m,A_unfinetuned,baseline,0.0,0.0,recall,0.0
yolo11m,A_unfinetuned,bo_exploration,3.0,0.33,recall,0.6979
yolo11m,A_unfinetuned,bo_exploitation,3.0,0.5,recall,0.683
yolo11m,A_unfinetuned,grid_search,4.0,0.5,recall,0.7059
yolo11m,B_finetuned_unsupervised,baseline,0.0,0.0,recall,0.0
yolo11m,B_finetuned_unsupervised,bo_exploration,3.0,0.45,recall,0.6916
yolo11m,B_finetuned_unsupervised,bo_exploitation,3.0,0.25,recall,0.6829
yolo11m,B_finetuned_unsupervised,grid_search,4.0,0.5,recall,0.7037
yolo11m,C_finetuned_supervised,bo_exploration,4.0,0.0,recall,0.7188
yolo11m,C_finetuned_supervised,bo_exploitation,3.0,0.25,recall,0.6829
yolo11m,C_finetuned_supervised,grid_search,4.0,0.0,recall,0.7188
yolo11n,A_unfinetuned,baseline,0.0,0.0,recall,0.0001
yolo11n,A_unfinetuned,bo_exploration,3.0,0.29,recall,0.648
yolo11n,A_unfinetuned,bo_exploitation,3.0,0.02,recall,0.6656
yolo11n,A_unfinetuned,grid_search,4.0,0.5,recall,0.6771
yolo11n,B_finetuned_unsupervised,baseline,0.0,0.0,recall,0.0
yolo11n,B_finetuned_unsupervised,bo_exploration,2.0,0.37,recall,0.4507
yolo11n,B_finetuned_unsupervised,bo_exploitation,3.0,0.22,recall,0.6627
yolo11n,B_finetuned_unsupervised,grid_search,4.0,0.5,recall,0.6977
yolo11n,C_finetuned_supervised,bo_exploration,4.0,0.5,recall,0.6977
yolo11n,C_finetuned_supervised,bo_exploitation,3.0,0.22,recall,0.6627
yolo11n,C_finetuned_supervised,grid_search,4.0,0.0,recall,0.7124
yolo11m,A_unfinetuned,baseline,0.0,0.0,recall,0.0001
