model,n_params,is_finetune,thread,iters,time_per_epoch,max_mem,metric,strategy,time_hptuning,time_inference,divider,overlap,map5095,map50,precision,recall,f1,n_all,n_fn,n_fp,cat
yolo11n,2.6,1_NOFT,0,2,4.467,6839.578,count,bo_exploration,2.21,39.13,4.0,0.36,0.4031,0.6828,0.7681,0.6701,0.7157,81688,26951,16530,A_unfinetuned
yolo11n,2.6,1_NOFT,0,2,4.467,6839.578,count,bo_exploitation,4.99,52.16,3.0,0.58,0.3367,0.6355,0.739,0.6188,0.6736,81688,31139,17849,A_unfinetuned
yolo11n,2.6,1_NOFT,0,2,4.467,6839.578,count,grid_search,4.68,71.36,4.0,0.5,0.3881,0.6756,0.7689,0.6622,0.7115,81688,27596,16262,A_unfinetuned
yolo11n,2.6,2_FT,0,2,4.688,10153.602,baseline,baseline,0.0,2.93,0.0,0.0,0.0001,0.0008,0.0016,0.0,0.0,81688,81686,1280,B_finetuned_unsupervised
yolo11m,20.1,1_NOFT,0,2,11.758,22669.563,baseline,baseline,0.0,4.0,0.0,0.0,0.0,0.0002,0.0005,0.0,0.0001,81688,81684,7988,A_unfinetuned
yolo11m,20.1,1_NOFT,0,2,11.758,22669.563,count,bo_exploration,5.72,60.49,3.0,0.45,0.3493,0.613,0.7334,0.6013,0.6608,81688,32573,17856,A_unfinetuned
yolo11m,20.1,1_NOFT,0,2,11.758,22669.563,count,bo_exploitation,1.39,7.91,1.0,0.15,0.0028,0.0155,0.0293,0.0072,0.0116,81688,81100,19459,A_unfinetuned
yolo11m,20.1,1_NOFT,0,2,11.758,22669.563,count,grid_search,5.37,80.41,4.0,0.5,0.3764,0.6345,0.74,0.6415,0.6872,81688,29286,18416,A_unfinetuned
yolo11m,20.1,2_FT,0,2,9.191,15517.271,baseline,baseline,0.0,3.48,0.0,0.0,0.0,0.0004,0.0007,0.0,0.0001,81688,81685,4012,B_finetuned_unsupervised
yolo11m,20.1,2_FT,0,2,9.191,15517.271,count,bo_exploration,3.19,31.87,3.0,0.22,0.4037,0.6956,0.7763,0.6594,0.7131,81688,27820,15525,B_finetuned_unsupervised
yolo11m,20.1,2_FT,0,2,9.191,15517.271,count,bo_exploitation,2.76,6.7,1.0,0.41,0.0047,0.0253,0.0501,0.0075,0.0131,81688,81074,11630,B_finetuned_unsupervised
yolo11m,20.1,2_FT,0,2,9.191,15517.271,count,grid_search,4.57,69.01,4.0,0.5,0.4081,0.7162,0.7977,0.6755,0.7315,81688,26511,13989,B_finetuned_unsupervised
yolo11m,20.1,2_FT,0,2,9.191,15517.271,map,bo_exploration,15.31,26.39,3.0,-0.12,0.3985,0.6902,0.7667,0.6548,0.7063,81688,28198,16277,C_finetuned_supervised
yolo11m,20.1,2_FT,0,2,9.191,15517.271,map,bo_exploitation,15.53,28.16,4.0,0.11,0.443,0.7356,0.8031,0.6928,0.7439,81688,25092,13880,C_finetuned_supervised
yolo11m,20.1,2_FT,0,2,9.191,15517.271,map,grid_search,18.41,28.14,4.0,0.0,0.443,0.7356,0.8031,0.6928,0.7439,81688,25092,13880,C_finetuned_supervised
yolo11n,2.6,1_NOFT,0,3,4.461,6906.623,baseline,baseline,0.0,3.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82653,82653,2208,A_unfinetuned
yolo11n,2.6,1_NOFT,0,3,4.461,6906.623,count,bo_exploration,3.5,53.21,3.0,0.62,0.3709,0.7178,0.789,0.6596,0.7185,82653,28133,14581,A_unfinetuned
yolo11n,2.6,1_NOFT,0,3,4.461,6906.623,count,bo_exploitation,4.04,53.33,3.0,0.62,0.3709,0.7178,0.789,0.6596,0.7185,82653,28133,14581,A_unfinetuned
yolo11n,2.6,1_NOFT,0,3,4.461,6906.623,count,grid_search,3.39,76.78,4.0,0.5,0.4226,0.751,0.7984,0.7112,0.7523,82653,23868,14848,A_unfinetuned
yolo11n,2.6,2_FT,0,3,3.109,6442.364,baseline,baseline,0.0,2.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82653,82653,708,B_finetuned_unsupervised
yolo11n,2.6,2_FT,0,3,3.109,6442.364,count,bo_exploration,2.77,65.98,4.0,0.62,0.4466,0.794,0.8506,0.722,0.7811,82653,22977,10479,B_finetuned_unsupervised
yolo11n,2.6,2_FT,0,3,3.109,6442.364,count,bo_exploitation,3.53,48.02,3.0,0.46,0.3906,0.7526,0.8335,0.6686,0.742,82653,27388,11043,B_finetuned_unsupervised
yolo11n,2.6,2_FT,0,3,3.109,6442.364,count,grid_search,3.08,65.98,4.0,0.5,0.4466,0.794,0.8506,0.722,0.7811,82653,22977,10479,B_finetuned_unsupervised
yolo11n,2.6,2_FT,0,3,3.109,6442.364,map,bo_exploration,3.51,26.81,4.0,-0.12,0.487,0.8179,0.8646,0.7426,0.799,82653,21277,9611,C_finetuned_supervised
yolo11n,2.6,2_FT,0,3,3.109,6442.364,map,bo_exploitation,3.25,26.73,4.0,-0.12,0.487,0.8179,0.8646,0.7426,0.799,82653,21277,9611,C_finetuned_supervised
yolo11n,2.6,2_FT,0,3,3.109,6442.364,map,grid_search,5.84,26.68,4.0,0.0,0.487,0.8179,0.8646,0.7426,0.799,82653,21277,9611,C_finetuned_supervised
yolo11m,20.1,1_NOFT,0,3,11.638,22700.504,baseline,baseline,0.0,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82653,82653,1281,A_unfinetuned
yolo11m,20.1,1_NOFT,0,3,11.638,22700.504,count,bo_exploration,1.58,55.94,3.0,0.4,0.419,0.7523,0.793,0.6852,0.7352,82653,26018,14786,A_unfinetuned
yolo11m,20.1,1_NOFT,0,3,11.638,22700.504,count,bo_exploitation,3.95,55.96,3.0,0.41,0.419,0.7523,0.793,0.6852,0.7352,82653,26018,14786,A_unfinetuned
yolo11m,20.1,1_NOFT,0,3,11.638,22700.504,count,grid_search,3.65,77.81,4.0,0.5,0.4534,0.7709,0.8149,0.7144,0.7614,82653,23603,13414,A_unfinetuned
yolo11m,20.1,2_FT,0,3,9.038,20011.205,baseline,baseline,0.0,3.35,0.0,0.0,0.0001,0.0005,0.001,0.0,0.0001,82653,82649,4064,B_finetuned_unsupervised
yolo11m,20.1,2_FT,0,3,9.038,20011.205,count,bo_exploration,2.81,70.81,4.0,0.45,0.4078,0.7158,0.7976,0.6747,0.731,82653,26887,14155,B_finetuned_unsupervised
yolo11m,20.1,2_FT,0,3,9.038,20011.205,count,bo_exploitation,2.63,38.88,4.0,0.33,0.4244,0.7197,0.7961,0.6796,0.7333,82653,26483,14383,B_finetuned_unsupervised
yolo11m,20.1,2_FT,0,3,9.038,20011.205,count,grid_search,3.45,69.79,4.0,0.5,0.4078,0.7158,0.7976,0.6747,0.731,82653,26887,14155,B_finetuned_unsupervised
yolo11m,20.1,2_FT,0,3,9.038,20011.205,map,bo_exploration,5.57,28.55,4.0,-0.12,0.4425,0.7349,0.8028,0.6919,0.7432,82653,25468,14043,C_finetuned_supervised
yolo11m,20.1,2_FT,0,3,9.038,20011.205,map,bo_exploitation,3.59,26.74,3.0,0.0,0.3982,0.6895,0.7666,0.6539,0.7058,82653,28610,16453,C_finetuned_supervised
yolo11m,20.1,2_FT,0,3,9.038,20011.205,map,grid_search,6.65,28.45,4.0,0.0,0.4425,0.7349,0.8028,0.6919,0.7432,82653,25468,14043,C_finetuned_supervised
rtdetr-l,45.0,1_NOFT,0,1,36.964,20829.314,baseline,baseline,0.0,4.46,0.0,0.0,0.0001,0.0003,0.0008,0.0001,0.0001,82653,82648,6647,A_unfinetuned
rtdetr-l,45.0,1_NOFT,0,1,36.964,20829.314,count,bo_exploration,6.28,113.55,4.0,0.59,0.3549,0.659,0.7575,0.6582,0.7044,82653,28252,17414,A_unfinetuned
rtdetr-l,45.0,1_NOFT,0,1,36.964,20829.314,count,bo_exploitation,4.01,44.31,2.0,0.4,0.1792,0.4646,0.6032,0.4206,0.4956,82653,47892,22871,A_unfinetuned
rtdetr-l,45.0,1_NOFT,0,1,36.964,20829.314,count,grid_search,5.31,113.14,4.0,0.5,0.3549,0.659,0.7575,0.6582,0.7044,82653,28252,17414,A_unfinetuned
rtdetr-l,45.0,2_FT,0,1,15.876,21027.146,baseline,baseline,0.0,4.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82653,82653,5431,B_finetuned_unsupervised
rtdetr-l,45.0,2_FT,0,1,15.876,21027.146,count,bo_exploration,7.54,70.55,3.0,0.62,0.3358,0.6538,0.7599,0.6193,0.6824,82653,31466,16170,B_finetuned_unsupervised
rtdetr-l,45.0,2_FT,0,1,15.876,21027.146,count,bo_exploitation,7.32,71.57,3.0,0.62,0.3358,0.6538,0.7599,0.6193,0.6824,82653,31466,16170,B_finetuned_unsupervised
rtdetr-l,45.0,2_FT,0,1,15.876,21027.146,count,grid_search,5.15,114.84,4.0,0.5,0.402,0.6963,0.792,0.6698,0.7258,82653,27294,14540,B_finetuned_unsupervised
rtdetr-l,45.0,2_FT,0,1,15.876,21027.146,map,bo_exploration,4.88,36.59,3.0,-0.12,0.3464,0.6418,0.7411,0.6024,0.6646,82653,32861,17397,C_finetuned_supervised
rtdetr-l,45.0,2_FT,0,1,15.876,21027.146,map,bo_exploitation,7.79,36.55,3.0,-0.09,0.3464,0.6418,0.7411,0.6024,0.6646,82653,32861,17397,C_finetuned_supervised
rtdetr-l,45.0,2_FT,0,1,15.876,21027.146,map,grid_search,9.68,44.44,4.0,0.0,0.4143,0.7005,0.7773,0.6686,0.7189,82653,27394,15828,C_finetuned_supervised
yolo11n,2.6,1_NOFT,0,4,4.442,6905.238,baseline,baseline,0.0,3.19,0.0,0.0,0.0,0.0002,0.0004,0.0,0.0,82018,82017,2714,A_unfinetuned
yolo11n,2.6,1_NOFT,0,4,4.442,6905.238,count,bo_exploration,2.04,18.13,2.0,-0.11,0.2712,0.5855,0.7273,0.4794,0.5779,82018,42699,14746,A_unfinetuned
yolo11n,2.6,1_NOFT,0,4,4.442,6905.238,count,bo_exploitation,2.76,32.88,3.0,0.37,0.419,0.7464,0.8228,0.68,0.7446,82018,26244,12011,A_unfinetuned
yolo11n,2.6,1_NOFT,0,4,4.442,6905.238,count,grid_search,4.56,73.28,4.0,0.5,0.4492,0.7716,0.8192,0.7276,0.7707,82018,22342,13168,A_unfinetuned
yolo11n,2.6,2_FT,0,4,3.184,8932.351,baseline,baseline,0.0,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82018,82018,706,B_finetuned_unsupervised
yolo11n,2.6,2_FT,0,4,3.184,8932.351,count,bo_exploration,4.93,47.46,3.0,0.62,0.3903,0.7522,0.8325,0.6686,0.7416,82018,27178,11031,B_finetuned_unsupervised
yolo11n,2.6,2_FT,0,4,3.184,8932.351,count,bo_exploitation,2.42,29.48,3.0,0.2,0.4088,0.7557,0.8583,0.6584,0.7452,82018,28014,8919,B_finetuned_unsupervised
yolo11n,2.6,2_FT,0,4,3.184,8932.351,count,grid_search,3.6,65.52,4.0,0.5,0.4463,0.7937,0.8499,0.7221,0.7808,82018,22795,10458,B_finetuned_unsupervised
yolo11n,2.6,2_FT,0,4,3.184,8932.351,map,bo_exploration,10.78,26.46,4.0,-0.09,0.4869,0.8178,0.8642,0.7427,0.7989,82018,21100,9574,C_finetuned_supervised
yolo11n,2.6,2_FT,0,4,3.184,8932.351,map,bo_exploitation,6.07,24.36,3.0,-0.06,0.4062,0.748,0.8464,0.6481,0.7341,82018,28864,9643,C_finetuned_supervised
yolo11n,2.6,2_FT,0,4,3.184,8932.351,map,grid_search,11.52,26.38,4.0,0.0,0.4869,0.8178,0.8642,0.7427,0.7989,82018,21100,9574,C_finetuned_supervised
yolo11m,20.1,1_NOFT,0,4,11.508,22615.968,baseline,baseline,0.0,3.31,0.0,0.0,0.0,0.0005,0.001,0.0,0.0001,82018,82015,3133,A_unfinetuned
yolo11m,20.1,1_NOFT,0,4,11.508,22615.968,count,bo_exploration,4.96,73.86,4.0,0.62,0.4345,0.7376,0.7848,0.7027,0.7415,82018,24383,15803,A_unfinetuned
yolo11m,20.1,1_NOFT,0,4,11.508,22615.968,count,bo_exploitation,2.66,33.55,3.0,0.25,0.4285,0.7321,0.8023,0.6737,0.7324,82018,26759,13620,A_unfinetuned
yolo11m,20.1,1_NOFT,0,4,11.508,22615.968,count,grid_search,4.2,73.88,4.0,0.5,0.4345,0.7376,0.7848,0.7027,0.7415,82018,24383,15803,A_unfinetuned
yolo11m,20.1,2_FT,0,4,9.0,13932.399,baseline,baseline,0.0,3.36,0.0,0.0,0.0001,0.0005,0.001,0.0,0.0001,82018,82014,4039,B_finetuned_unsupervised
yolo11m,20.1,2_FT,0,4,9.0,13932.399,count,bo_exploration,2.99,31.67,3.0,0.24,0.4037,0.6949,0.7753,0.659,0.7124,82018,27971,15666,B_finetuned_unsupervised
yolo11m,20.1,2_FT,0,4,9.0,13932.399,count,bo_exploitation,3.57,50.48,3.0,0.4,0.3938,0.6952,0.7824,0.6546,0.7128,82018,28328,14934,B_finetuned_unsupervised
yolo11m,20.1,2_FT,0,4,9.0,13932.399,count,grid_search,4.02,68.36,4.0,0.5,0.4081,0.7156,0.7966,0.675,0.7308,82018,26654,14134,B_finetuned_unsupervised
yolo11m,20.1,2_FT,0,4,9.0,13932.399,map,bo_exploration,8.65,31.68,3.0,0.37,0.4037,0.6949,0.7753,0.659,0.7124,82018,27971,15666,C_finetuned_supervised
yolo11m,20.1,2_FT,0,4,9.0,13932.399,map,bo_exploitation,11.11,31.83,3.0,0.34,0.4037,0.6949,0.7753,0.659,0.7124,82018,27971,15666,C_finetuned_supervised
yolo11m,20.1,2_FT,0,4,9.0,13932.399,map,grid_search,13.0,28.13,4.0,0.0,0.4428,0.7348,0.8017,0.6923,0.743,82018,25238,14043,C_finetuned_supervised
rtdetr-l,45.0,1_NOFT,0,2,37.14,20052.827,baseline,baseline,0.0,4.59,0.0,0.0,0.0003,0.002,0.0041,0.0004,0.0008,82018,81984,8347,A_unfinetuned
rtdetr-l,45.0,1_NOFT,0,2,37.14,20052.827,count,bo_exploration,7.23,117.43,4.0,0.62,0.3433,0.6472,0.7545,0.6526,0.6998,82018,28497,17412,A_unfinetuned
rtdetr-l,45.0,1_NOFT,0,2,37.14,20052.827,count,bo_exploitation,5.22,37.99,3.0,-0.01,0.319,0.6208,0.7341,0.5981,0.6592,82018,32959,17773,A_unfinetuned
rtdetr-l,45.0,1_NOFT,0,2,37.14,20052.827,count,grid_search,5.92,116.76,4.0,0.5,0.3433,0.6472,0.7545,0.6526,0.6998,82018,28497,17412,A_unfinetuned
rtdetr-l,45.0,2_FT,0,2,37.642,21026.888,baseline,baseline,0.0,4.79,0.0,0.0,0.0003,0.002,0.0048,0.0006,0.001,82018,81972,9507,B_finetuned_unsupervised
rtdetr-l,45.0,2_FT,0,2,37.642,21026.888,count,bo_exploration,3.7,23.38,2.0,-0.08,0.1851,0.418,0.5744,0.3852,0.4611,82018,50427,23411,B_finetuned_unsupervised
rtdetr-l,45.0,2_FT,0,2,37.642,21026.888,count,bo_exploitation,7.53,114.83,4.0,0.62,0.3346,0.5989,0.7156,0.6226,0.6659,82018,30950,20292,B_finetuned_unsupervised
rtdetr-l,45.0,2_FT,0,2,37.642,21026.888,count,grid_search,6.06,114.41,4.0,0.5,0.3346,0.5989,0.7156,0.6226,0.6659,82018,30950,20292,B_finetuned_unsupervised
rtdetr-l,45.0,2_FT,0,2,37.642,21026.888,map,bo_exploration,14.5,45.24,4.0,-0.12,0.3387,0.6051,0.716,0.6194,0.6642,82018,31212,20151,C_finetuned_supervised
rtdetr-l,45.0,2_FT,0,2,37.642,21026.888,map,bo_exploitation,15.55,44.69,4.0,0.04,0.3387,0.6051,0.716,0.6194,0.6642,82018,31212,20151,C_finetuned_supervised
rtdetr-l,45.0,2_FT,0,2,37.642,21026.888,map,grid_search,17.74,45.53,4.0,0.0,0.3387,0.6051,0.716,0.6194,0.6642,82018,31212,20151,C_finetuned_supervised
yolo11n,2.6,1_NOFT,0,5,4.45,6837.279,baseline,baseline,0.0,3.32,0.0,0.0,0.0,0.0001,0.0003,0.0,0.0,81966,81965,3130,A_unfinetuned
yolo11n,2.6,1_NOFT,0,5,4.45,6837.279,count,bo_exploration,6.23,76.24,4.0,0.62,0.412,0.7302,0.8311,0.6748,0.7448,81966,26654,11244,A_unfinetuned
yolo11n,2.6,1_NOFT,0,5,4.45,6837.279,count,bo_exploitation,6.47,76.34,4.0,0.62,0.412,0.7302,0.8311,0.6748,0.7448,81966,26654,11244,A_unfinetuned
yolo11n,2.6,1_NOFT,0,5,4.45,6837.279,count,grid_search,4.61,76.25,4.0,0.5,0.412,0.7302,0.8311,0.6748,0.7448,81966,26654,11244,A_unfinetuned
yolo11n,2.6,2_FT,0,5,3.181,8293.878,baseline,baseline,0.0,2.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81966,81966,697,B_finetuned_unsupervised
yolo11n,2.6,2_FT,0,5,3.181,8293.878,count,bo_exploration,3.53,67.61,4.0,0.58,0.4459,0.7933,0.8502,0.7214,0.7805,81966,22836,10422,B_finetuned_unsupervised
yolo11n,2.6,2_FT,0,5,3.181,8293.878,count,bo_exploitation,2.07,27.7,4.0,0.03,0.4864,0.8175,0.8643,0.7421,0.7986,81966,21140,9546,B_finetuned_unsupervised
yolo11n,2.6,2_FT,0,5,3.181,8293.878,count,grid_search,3.94,67.6,4.0,0.5,0.4459,0.7933,0.8502,0.7214,0.7805,81966,22836,10422,B_finetuned_unsupervised
yolo11n,2.6,2_FT,0,5,3.181,8293.878,map,bo_exploration,13.77,30.19,3.0,0.22,0.4084,0.755,0.8584,0.657,0.7443,81966,28112,8883,C_finetuned_supervised
yolo11n,2.6,2_FT,0,5,3.181,8293.878,map,bo_exploitation,12.47,27.54,4.0,0.05,0.4864,0.8175,0.8643,0.7421,0.7986,81966,21140,9546,C_finetuned_supervised
yolo11n,2.6,2_FT,0,5,3.181,8293.878,map,grid_search,15.09,27.57,4.0,0.0,0.4864,0.8175,0.8643,0.7421,0.7986,81966,21140,9546,C_finetuned_supervised
yolo11m,20.1,1_NOFT,0,5,10.855,22670.454,baseline,baseline,0.0,3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81966,81966,2823,A_unfinetuned
yolo11m,20.1,2_FT,0,5,8.972,18860.711,baseline,baseline,0.0,3.33,0.0,0.0,0.0001,0.0005,0.001,0.0,0.0001,81966,81962,4018,B_finetuned_unsupervised
yolo11m,20.1,2_FT,0,5,8.972,18860.711,count,bo_exploration,5.27,50.67,3.0,0.62,0.3934,0.6949,0.7832,0.6536,0.7126,81966,28391,14831,B_finetuned_unsupervised
yolo11m,20.1,2_FT,0,5,8.972,18860.711,count,bo_exploitation,2.7,37.77,4.0,0.17,0.4241,0.7194,0.7962,0.6793,0.7331,81966,26287,14255,B_finetuned_unsupervised
yolo11m,20.1,2_FT,0,5,8.972,18860.711,count,grid_search,4.33,68.7,4.0,0.5,0.4077,0.7156,0.7976,0.6744,0.7308,81966,26691,14029,B_finetuned_unsupervised
yolo11m,20.1,2_FT,0,5,8.972,18860.711,map,bo_exploration,11.58,26.08,3.0,-0.12,0.3981,0.6894,0.7663,0.6534,0.7054,81966,28407,16337,C_finetuned_supervised
yolo11m,20.1,2_FT,0,5,8.972,18860.711,map,bo_exploitation,10.93,26.08,3.0,0.02,0.3981,0.6894,0.7663,0.6534,0.7054,81966,28407,16337,C_finetuned_supervised
yolo11m,20.1,2_FT,0,5,8.972,18860.711,map,grid_search,15.35,27.85,4.0,0.0,0.4425,0.7349,0.8029,0.6918,0.7432,81966,25266,13921,C_finetuned_supervised
rtdetr-l,45.0,1_NOFT,0,3,36.755,20259.092,baseline,baseline,0.0,4.66,0.0,0.0,0.0003,0.0021,0.0041,0.0005,0.0008,81966,81928,9123,A_unfinetuned
rtdetr-l,45.0,1_NOFT,0,3,36.755,20259.092,count,bo_exploration,8.56,115.67,4.0,0.62,0.3134,0.6102,0.7341,0.6271,0.6764,81966,30569,18618,A_unfinetuned
rtdetr-l,45.0,1_NOFT,0,3,36.755,20259.092,count,bo_exploitation,7.94,73.82,3.0,0.58,0.291,0.5964,0.7207,0.5996,0.6546,81966,32816,19052,A_unfinetuned
rtdetr-l,45.0,1_NOFT,0,3,36.755,20259.092,count,grid_search,6.32,115.41,4.0,0.5,0.3134,0.6102,0.7341,0.6271,0.6764,81966,30569,18618,A_unfinetuned
rtdetr-l,45.0,2_FT,0,3,15.689,21023.229,baseline,baseline,0.0,3.84,0.0,0.0,0.0001,0.0006,0.0011,0.0,0.0001,81966,81962,3580,B_finetuned_unsupervised
rtdetr-l,45.0,2_FT,0,3,15.689,21023.229,count,bo_exploration,7.18,108.31,4.0,0.62,0.4191,0.7321,0.8037,0.6915,0.7434,81966,25283,13846,B_finetuned_unsupervised
rtdetr-l,45.0,2_FT,0,3,15.689,21023.229,count,bo_exploitation,2.74,7.46,1.0,0.2,0.0008,0.006,0.012,0.0013,0.0023,81966,81863,8471,B_finetuned_unsupervised
rtdetr-l,45.0,2_FT,0,3,15.689,21023.229,count,grid_search,5.92,109.24,4.0,0.5,0.4191,0.7321,0.8037,0.6915,0.7434,81966,25283,13846,B_finetuned_unsupervised
rtdetr-l,45.0,2_FT,0,3,15.689,21023.229,map,bo_exploration,15.97,42.29,4.0,-0.12,0.4375,0.7371,0.788,0.7019,0.7424,81966,24436,15478,C_finetuned_supervised
rtdetr-l,45.0,2_FT,0,3,15.689,21023.229,map,bo_exploitation,18.71,36.62,3.0,-0.11,0.3745,0.6782,0.7827,0.6231,0.6939,81966,30889,14183,C_finetuned_supervised
rtdetr-l,45.0,2_FT,0,3,15.689,21023.229,map,grid_search,19.47,41.98,4.0,0.0,0.4375,0.7371,0.788,0.7019,0.7424,81966,24436,15478,C_finetuned_supervised
yolo11n,2.6,1_NOFT,0,6,4.533,6905.287,baseline,baseline,0.0,3.22,0.0,0.0,0.0002,0.0011,0.0022,0.0001,0.0002,81931,81924,3171,A_unfinetuned
yolo11n,2.6,1_NOFT,0,6,4.533,6905.287,count,bo_exploration,3.3,29.2,4.0,0.1,0.4555,0.7664,0.8324,0.7124,0.7677,81931,23567,11749,A_unfinetuned
yolo11n,2.6,1_NOFT,0,6,4.533,6905.287,count,bo_exploitation,4.4,32.75,3.0,0.31,0.4029,0.7201,0.811,0.6643,0.7303,81931,27506,12687,A_unfinetuned
yolo11n,2.6,1_NOFT,0,6,4.533,6905.287,count,grid_search,4.82,72.27,4.0,0.5,0.4082,0.7408,0.8248,0.6908,0.7519,81931,25329,12024,A_unfinetuned
yolo11n,2.6,2_FT,0,6,5.065,9531.271,baseline,baseline,0.0,3.12,0.0,0.0,0.0,0.0002,0.0005,0.0,0.0,81931,81930,2150,B_finetuned_unsupervised
yolo11n,2.6,2_FT,0,6,5.065,9531.271,count,bo_exploration,5.39,71.91,4.0,0.62,0.4082,0.7633,0.8222,0.7088,0.7613,81931,23857,12557,B_finetuned_unsupervised
yolo11n,2.6,2_FT,0,6,5.065,9531.271,count,bo_exploitation,2.76,26.65,3.0,0.08,0.3838,0.7328,0.795,0.6613,0.722,81931,27752,13971,B_finetuned_unsupervised
yolo11n,2.6,2_FT,0,6,5.065,9531.271,count,grid_search,4.26,72.12,4.0,0.5,0.4082,0.7633,0.8222,0.7088,0.7613,81931,23857,12557,B_finetuned_unsupervised
yolo11n,2.6,2_FT,0,6,5.065,9531.271,map,bo_exploration,13.51,28.76,4.0,0.0,0.4649,0.7954,0.8359,0.7301,0.7794,81931,22114,11739,C_finetuned_supervised
yolo11n,2.6,2_FT,0,6,5.065,9531.271,map,bo_exploitation,15.08,28.77,4.0,-0.12,0.4649,0.7954,0.8359,0.7301,0.7794,81931,22114,11739,C_finetuned_supervised
yolo11n,2.6,2_FT,0,6,5.065,9531.271,map,grid_search,16.71,28.83,4.0,0.0,0.4649,0.7954,0.8359,0.7301,0.7794,81931,22114,11739,C_finetuned_supervised
yolo11m,20.1,1_NOFT,0,6,11.672,22616.096,baseline,baseline,0.0,3.42,0.0,0.0,0.0,0.0003,0.0007,0.0,0.0001,81931,81928,4470,A_unfinetuned
yolo11m,20.1,1_NOFT,0,6,11.672,22616.096,count,bo_exploration,5.03,76.59,4.0,0.62,0.4043,0.6925,0.7875,0.6625,0.7196,81931,27655,14647,A_unfinetuned
yolo11m,20.1,1_NOFT,0,6,11.672,22616.096,count,bo_exploitation,3.43,55.3,3.0,0.52,0.395,0.6827,0.7675,0.6525,0.7053,81931,28472,16198,A_unfinetuned
yolo11m,20.1,1_NOFT,0,6,11.672,22616.096,count,grid_search,4.54,76.95,4.0,0.5,0.4043,0.6925,0.7875,0.6625,0.7196,81931,27655,14647,A_unfinetuned
yolo11m,20.1,2_FT,0,6,9.025,18658.94,baseline,baseline,0.0,8.02,0.0,0.0,0.0001,0.0005,0.001,0.0,0.0001,81931,81927,4033,B_finetuned_unsupervised
yolo11m,20.1,2_FT,0,6,9.025,18658.94,count,bo_exploration,2.56,27.04,3.0,-0.05,0.3977,0.6886,0.7656,0.6531,0.7049,81931,28425,16379,B_finetuned_unsupervised
yolo11m,20.1,2_FT,0,6,9.025,18658.94,count,bo_exploitation,4.78,52.75,3.0,0.54,0.3928,0.6944,0.7826,0.6533,0.7122,81931,28402,14870,B_finetuned_unsupervised
yolo11m,20.1,2_FT,0,6,9.025,18658.94,count,grid_search,4.34,71.22,4.0,0.5,0.4069,0.7147,0.7964,0.6739,0.7301,81931,26716,14112,B_finetuned_unsupervised
yolo11m,20.1,2_FT,0,6,9.025,18658.94,map,bo_exploration,15.59,26.31,3.0,-0.03,0.3977,0.6886,0.7656,0.6531,0.7049,81931,28425,16379,C_finetuned_supervised
yolo11m,20.1,2_FT,0,6,9.025,18658.94,map,bo_exploitation,13.9,32.57,3.0,0.16,0.4028,0.6941,0.7754,0.6577,0.7117,81931,28047,15605,C_finetuned_supervised
yolo11m,20.1,2_FT,0,6,9.025,18658.94,map,grid_search,17.92,28.98,4.0,0.0,0.4418,0.734,0.8015,0.6912,0.7422,81931,25304,14028,C_finetuned_supervised
rtdetr-l,45.0,1_NOFT,0,4,36.713,20641.13,baseline,baseline,0.0,4.58,0.0,0.0,0.0001,0.001,0.002,0.0002,0.0004,81931,81913,9136,A_unfinetuned
rtdetr-l,45.0,1_NOFT,0,4,36.713,20641.13,count,bo_exploration,4.02,37.94,3.0,-0.12,0.3,0.5889,0.7055,0.5859,0.6401,81931,33931,20036,A_unfinetuned
rtdetr-l,45.0,1_NOFT,0,4,36.713,20641.13,count,bo_exploitation,4.33,45.62,2.0,0.43,0.1795,0.4538,0.6053,0.4248,0.4993,81931,47126,22693,A_unfinetuned
rtdetr-l,45.0,1_NOFT,0,4,36.713,20641.13,count,grid_search,6.28,115.77,4.0,0.5,0.3294,0.6204,0.7311,0.6384,0.6816,81931,29629,19232,A_unfinetuned
rtdetr-l,45.0,2_FT,0,4,34.574,21026.914,baseline,baseline,0.0,4.61,0.0,0.0,0.0003,0.0019,0.0039,0.0005,0.0009,81931,81890,10522,B_finetuned_unsupervised
rtdetr-l,45.0,2_FT,0,4,34.574,21026.914,count,bo_exploration,6.46,112.73,4.0,0.4,0.3261,0.6009,0.728,0.6216,0.6706,81931,30999,19034,B_finetuned_unsupervised
rtdetr-l,45.0,2_FT,0,4,34.574,21026.914,count,bo_exploitation,7.38,72.69,3.0,0.52,0.298,0.5771,0.7081,0.5877,0.6423,81931,33783,19845,B_finetuned_unsupervised
rtdetr-l,45.0,2_FT,0,4,34.574,21026.914,count,grid_search,6.08,112.44,4.0,0.5,0.3261,0.6009,0.728,0.6216,0.6706,81931,30999,19034,B_finetuned_unsupervised
