model,cat,strategy,divider,overlap,met,score
yolo11m,C_finetuned_supervised,bo_exploitation,3.0,0.34,precision,0.7753
yolo11m,C_finetuned_supervised,grid_search,4.0,0.0,precision,0.8017
rtdetr-l,A_unfinetuned,baseline,0.0,0.0,precision,0.0041
rtdetr-l,A_unfinetuned,bo_exploration,4.0,0.62,precision,0.7545
rtdetr-l,A_unfinetuned,bo_exploitation,3.0,-0.01,precision,0.7341
rtdetr-l,A_unfinetuned,grid_search,4.0,0.5,precision,0.7545
rtdetr-l,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.0048
rtdetr-l,B_finetuned_unsupervised,bo_exploration,2.0,-0.08,precision,0.5744
rtdetr-l,B_finetuned_unsupervised,bo_exploitation,4.0,0.62,precision,0.7156
rtdetr-l,B_finetuned_unsupervised,grid_search,4.0,0.5,precision,0.7156
rtdetr-l,C_finetuned_supervised,bo_exploration,4.0,-0.12,precision,0.716
rtdetr-l,C_finetuned_supervised,bo_exploitation,4.0,0.04,precision,0.716
rtdetr-l,C_finetuned_supervised,grid_search,4.0,0.0,precision,0.716
yolo11n,A_unfinetuned,baseline,0.0,0.0,precision,0.0003
yolo11n,A_unfinetuned,bo_exploration,4.0,0.62,precision,0.8311
yolo11n,A_unfinetuned,bo_exploitation,4.0,0.62,precision,0.8311
yolo11n,A_unfinetuned,grid_search,4.0,0.5,precision,0.8311
yolo11n,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.0
yolo11n,B_finetuned_unsupervised,bo_exploration,4.0,0.58,precision,0.8502
yolo11n,B_finetuned_unsupervised,bo_exploitation,4.0,0.03,precision,0.8643
yolo11n,B_finetuned_unsupervised,grid_search,4.0,0.5,precision,0.8502
yolo11n,C_finetuned_supervised,bo_exploration,3.0,0.22,precision,0.8584
yolo11n,C_finetuned_supervised,bo_exploitation,4.0,0.05,precision,0.8643
yolo11n,C_finetuned_supervised,grid_search,4.0,0.0,precision,0.8643
yolo11m,A_unfinetuned,baseline,0.0,0.0,precision,0.0
yolo11m,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.001
yolo11m,B_finetuned_unsupervised,bo_exploration,3.0,0.62,precision,0.7832
yolo11m,B_finetuned_unsupervised,bo_exploitation,4.0,0.17,precision,0.7962
yolo11m,B_finetuned_unsupervised,grid_search,4.0,0.5,precision,0.7976
yolo11m,C_finetuned_supervised,bo_exploration,3.0,-0.12,precision,0.7663
yolo11m,C_finetuned_supervised,bo_exploitation,3.0,0.02,precision,0.7663
yolo11m,C_finetuned_supervised,grid_search,4.0,0.0,precision,0.8029
rtdetr-l,A_unfinetuned,baseline,0.0,0.0,precision,0.0041
rtdetr-l,A_unfinetuned,bo_exploration,4.0,0.62,precision,0.7341
rtdetr-l,A_unfinetuned,bo_exploitation,3.0,0.58,precision,0.7207
rtdetr-l,A_unfinetuned,grid_search,4.0,0.5,precision,0.7341
rtdetr-l,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.0011
rtdetr-l,B_finetuned_unsupervised,bo_exploration,4.0,0.62,precision,0.8037
rtdetr-l,B_finetuned_unsupervised,bo_exploitation,1.0,0.2,precision,0.012
rtdetr-l,B_finetuned_unsupervised,grid_search,4.0,0.5,precision,0.8037
rtdetr-l,C_finetuned_supervised,bo_exploration,4.0,-0.12,precision,0.788
rtdetr-l,C_finetuned_supervised,bo_exploitation,3.0,-0.11,precision,0.7827
rtdetr-l,C_finetuned_supervised,grid_search,4.0,0.0,precision,0.788
yolo11n,A_unfinetuned,baseline,0.0,0.0,precision,0.0022
yolo11n,A_unfinetuned,bo_exploration,4.0,0.1,precision,0.8324
yolo11n,A_unfinetuned,bo_exploitation,3.0,0.31,precision,0.811
yolo11n,A_unfinetuned,grid_search,4.0,0.5,precision,0.8248
yolo11n,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.0005
yolo11n,B_finetuned_unsupervised,bo_exploration,4.0,0.62,precision,0.8222
yolo11n,B_finetuned_unsupervised,bo_exploitation,3.0,0.08,precision,0.795
yolo11n,B_finetuned_unsupervised,grid_search,4.0,0.5,precision,0.8222
yolo11n,C_finetuned_supervised,bo_exploration,4.0,0.0,precision,0.8359
yolo11n,C_finetuned_supervised,bo_exploitation,4.0,-0.12,precision,0.8359
yolo11n,C_finetuned_supervised,grid_search,4.0,0.0,precision,0.8359
yolo11m,A_unfinetuned,baseline,0.0,0.0,precision,0.0007
yolo11m,A_unfinetuned,bo_exploration,4.0,0.62,precision,0.7875
yolo11m,A_unfinetuned,bo_exploitation,3.0,0.52,precision,0.7675
yolo11m,A_unfinetuned,grid_search,4.0,0.5,precision,0.7875
yolo11m,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.001
yolo11m,B_finetuned_unsupervised,bo_exploration,3.0,-0.05,precision,0.7656
yolo11m,B_finetuned_unsupervised,bo_exploitation,3.0,0.54,precision,0.7826
yolo11m,B_finetuned_unsupervised,grid_search,4.0,0.5,precision,0.7964
yolo11m,C_finetuned_supervised,bo_exploration,3.0,-0.03,precision,0.7656
yolo11m,C_finetuned_supervised,bo_exploitation,3.0,0.16,precision,0.7754
yolo11m,C_finetuned_supervised,grid_search,4.0,0.0,precision,0.8015
rtdetr-l,A_unfinetuned,baseline,0.0,0.0,precision,0.002
rtdetr-l,A_unfinetuned,bo_exploration,3.0,-0.12,precision,0.7055
rtdetr-l,A_unfinetuned,bo_exploitation,2.0,0.43,precision,0.6053
rtdetr-l,A_unfinetuned,grid_search,4.0,0.5,precision,0.7311
rtdetr-l,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.0039
rtdetr-l,B_finetuned_unsupervised,bo_exploration,4.0,0.4,precision,0.728
rtdetr-l,B_finetuned_unsupervised,bo_exploitation,3.0,0.52,precision,0.7081
rtdetr-l,B_finetuned_unsupervised,grid_search,4.0,0.5,precision,0.728
rtdetr-l,C_finetuned_supervised,bo_exploration,4.0,0.08,precision,0.7294
rtdetr-l,C_finetuned_supervised,bo_exploitation,2.0,0.47,precision,0.6021
rtdetr-l,C_finetuned_supervised,grid_search,4.0,0.0,precision,0.7294
rtdetr-l,A_unfinetuned,baseline,0.0,0.0,precision,0.0012
rtdetr-l,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.005
rtdetr-l,B_finetuned_unsupervised,bo_exploration,2.0,0.61,precision,0.6444
rtdetr-l,B_finetuned_unsupervised,bo_exploitation,4.0,0.3,precision,0.7639
rtdetr-l,B_finetuned_unsupervised,grid_search,4.0,0.5,precision,0.7621
rtdetr-l,C_finetuned_supervised,bo_exploration,3.0,0.56,precision,0.7473
rtdetr-l,C_finetuned_supervised,bo_exploitation,3.0,0.52,precision,0.7473
rtdetr-l,C_finetuned_supervised,grid_search,4.0,0.0,precision,0.7629
rtdetr-l,A_unfinetuned,baseline,0.0,0.0,precision,0.0029
rtdetr-l,A_unfinetuned,bo_exploration,2.0,0.59,precision,0.6018
rtdetr-l,A_unfinetuned,bo_exploitation,4.0,0.03,precision,0.7287
rtdetr-l,A_unfinetuned,grid_search,4.0,0.5,precision,0.7296
rtdetr-l,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.0022
rtdetr-l,B_finetuned_unsupervised,bo_exploration,4.0,0.62,precision,0.8104
rtdetr-l,B_finetuned_unsupervised,bo_exploitation,4.0,-0.0,precision,0.8149
rtdetr-l,B_finetuned_unsupervised,grid_search,4.0,0.5,precision,0.8104
rtdetr-l,C_finetuned_supervised,bo_exploration,3.0,0.35,precision,0.7788
rtdetr-l,C_finetuned_supervised,bo_exploitation,3.0,0.44,precision,0.7953
rtdetr-l,C_finetuned_supervised,grid_search,4.0,0.0,precision,0.8149
yolo11n,A_unfinetuned,baseline,0.0,0.0,precision,0.0034
yolo11n,A_unfinetuned,bo_exploration,4.0,0.62,precision,0.8187
yolo11n,A_unfinetuned,bo_exploitation,4.0,0.62,precision,0.8187
yolo11n,A_unfinetuned,grid_search,4.0,0.5,precision,0.8187
yolo11n,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.0
yolo11n,B_finetuned_unsupervised,bo_exploration,3.0,0.47,precision,0.8332
yolo11n,B_finetuned_unsupervised,bo_exploitation,3.0,0.43,precision,0.8332
yolo11n,B_finetuned_unsupervised,grid_search,4.0,0.5,precision,0.8502
yolo11n,C_finetuned_supervised,bo_exploration,4.0,0.62,precision,0.8502
yolo11n,C_finetuned_supervised,bo_exploitation,2.0,0.38,precision,0.7925
yolo11n,C_finetuned_supervised,grid_search,4.0,0.0,precision,0.8642
yolo11m,A_unfinetuned,baseline,0.0,0.0,precision,0.0009
yolo11m,A_unfinetuned,bo_exploration,3.0,0.38,precision,0.7459
yolo11m,A_unfinetuned,bo_exploitation,3.0,0.62,precision,0.7459
yolo11m,A_unfinetuned,grid_search,4.0,0.5,precision,0.7955
yolo11m,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.001
yolo11m,B_finetuned_unsupervised,bo_exploration,4.0,0.47,precision,0.7971
yolo11m,B_finetuned_unsupervised,bo_exploitation,3.0,-0.11,precision,0.7658
yolo11m,B_finetuned_unsupervised,grid_search,4.0,0.5,precision,0.7971
yolo11m,C_finetuned_supervised,bo_exploration,3.0,-0.12,precision,0.7658
yolo11m,C_finetuned_supervised,bo_exploitation,4.0,-0.11,precision,0.8021
yolo11m,C_finetuned_supervised,grid_search,4.0,0.0,precision,0.8021
yolo11n,A_unfinetuned,baseline,0.0,0.0,precision,0.0003
yolo11n,A_unfinetuned,bo_exploration,4.0,0.42,precision,0.8046
yolo11n,A_unfinetuned,bo_exploitation,4.0,0.23,precision,0.8367
yolo11n,A_unfinetuned,grid_search,4.0,0.5,precision,0.8046
yolo11n,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.0006
yolo11n,B_finetuned_unsupervised,bo_exploration,1.0,0.28,precision,0.0519
yolo11n,B_finetuned_unsupervised,bo_exploitation,3.0,0.39,precision,0.7873
yolo11n,B_finetuned_unsupervised,grid_search,4.0,0.5,precision,0.8188
yolo11n,C_finetuned_supervised,bo_exploration,4.0,-0.12,precision,0.8316
yolo11n,C_finetuned_supervised,bo_exploitation,4.0,0.24,precision,0.8189
yolo11n,C_finetuned_supervised,grid_search,4.0,0.0,precision,0.8316
yolo11m,A_unfinetuned,baseline,0.0,0.0,precision,0.0002
yolo11m,A_unfinetuned,bo_exploration,3.0,0.62,precision,0.6971
yolo11m,A_unfinetuned,bo_exploitation,1.0,0.19,precision,0.0319
yolo11m,A_unfinetuned,grid_search,4.0,0.5,precision,0.7159
yolo11m,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.001
yolo11m,B_finetuned_unsupervised,bo_exploration,4.0,0.62,precision,0.796
yolo11m,B_finetuned_unsupervised,bo_exploitation,3.0,-0.09,precision,0.7653
yolo11m,B_finetuned_unsupervised,grid_search,4.0,0.5,precision,0.796
yolo11m,C_finetuned_supervised,bo_exploration,3.0,-0.01,precision,0.7653
yolo11m,C_finetuned_supervised,bo_exploitation,4.0,-0.12,precision,0.8012
yolo11m,C_finetuned_supervised,grid_search,4.0,0.0,precision,0.8012
yolo11n,A_unfinetuned,baseline,0.0,0.0,precision,0.0012
yolo11n,A_unfinetuned,bo_exploration,4.0,0.62,precision,0.8375
yolo11n,A_unfinetuned,bo_exploitation,3.0,0.35,precision,0.8149
yolo11n,A_unfinetuned,grid_search,4.0,0.5,precision,0.8375
yolo11n,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.0
yolo11n,B_finetuned_unsupervised,bo_exploration,4.0,0.62,precision,0.8377
yolo11n,B_finetuned_unsupervised,bo_exploitation,3.0,0.28,precision,0.8202
yolo11n,B_finetuned_unsupervised,grid_search,4.0,0.5,precision,0.8377
yolo11n,C_finetuned_supervised,bo_exploration,3.0,0.22,precision,0.8202
yolo11n,C_finetuned_supervised,bo_exploitation,2.0,0.06,precision,0.7361
yolo11n,C_finetuned_supervised,grid_search,4.0,0.0,precision,0.8651
yolo11m,A_unfinetuned,baseline,0.0,0.0,precision,0.0
yolo11m,A_unfinetuned,bo_exploration,3.0,0.34,precision,0.7993
yolo11m,A_unfinetuned,bo_exploitation,4.0,0.62,precision,0.8315
yolo11m,A_unfinetuned,grid_search,4.0,0.5,precision,0.8315
yolo11m,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.001
yolo11m,B_finetuned_unsupervised,bo_exploration,3.0,0.45,precision,0.7837
yolo11m,B_finetuned_unsupervised,bo_exploitation,3.0,-0.11,precision,0.7665
yolo11m,B_finetuned_unsupervised,grid_search,4.0,0.5,precision,0.7979
yolo11m,C_finetuned_supervised,bo_exploration,4.0,0.03,precision,0.803
yolo11m,C_finetuned_supervised,bo_exploitation,4.0,0.22,precision,0.7964
yolo11m,C_finetuned_supervised,grid_search,4.0,0.0,precision,0.803
rtdetr-l,A_unfinetuned,baseline,0.0,0.0,precision,0.0027
rtdetr-l,A_unfinetuned,bo_exploration,4.0,0.62,precision,0.7208
rtdetr-l,A_unfinetuned,bo_exploitation,4.0,0.59,precision,0.7208
rtdetr-l,A_unfinetuned,grid_search,4.0,0.5,precision,0.7208
rtdetr-l,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.0017
rtdetr-l,B_finetuned_unsupervised,bo_exploration,4.0,0.59,precision,0.7326
rtdetr-l,B_finetuned_unsupervised,bo_exploitation,3.0,-0.08,precision,0.7049
rtdetr-l,B_finetuned_unsupervised,grid_search,4.0,0.5,precision,0.7326
rtdetr-l,C_finetuned_supervised,bo_exploration,4.0,-0.12,precision,0.7381
rtdetr-l,C_finetuned_supervised,bo_exploitation,4.0,-0.06,precision,0.7381
rtdetr-l,C_finetuned_supervised,grid_search,4.0,0.0,precision,0.7381
yolo11n,A_unfinetuned,baseline,0.0,0.0,precision,0.0
yolo11n,A_unfinetuned,bo_exploration,3.0,-0.12,precision,0.8128
yolo11n,A_unfinetuned,bo_exploitation,4.0,0.54,precision,0.8374
yolo11n,A_unfinetuned,grid_search,4.0,0.5,precision,0.8374
yolo11n,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.0
yolo11n,B_finetuned_unsupervised,bo_exploration,3.0,0.24,precision,0.8585
yolo11n,B_finetuned_unsupervised,bo_exploitation,4.0,0.61,precision,0.8503
yolo11n,B_finetuned_unsupervised,grid_search,4.0,0.5,precision,0.8503
yolo11n,C_finetuned_supervised,bo_exploration,3.0,0.12,precision,0.8466
yolo11n,C_finetuned_supervised,bo_exploitation,3.0,-0.12,precision,0.8466
yolo11n,C_finetuned_supervised,grid_search,4.0,0.0,precision,0.8643
yolo11m,A_unfinetuned,baseline,0.0,0.0,precision,0.0013
yolo11m,A_unfinetuned,bo_exploration,4.0,0.62,precision,0.7878
yolo11m,A_unfinetuned,bo_exploitation,4.0,0.42,precision,0.7878
yolo11m,A_unfinetuned,grid_search,4.0,0.5,precision,0.7878
yolo11m,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.001
yolo11m,B_finetuned_unsupervised,bo_exploration,3.0,0.52,precision,0.7834
yolo11m,B_finetuned_unsupervised,bo_exploitation,3.0,0.45,precision,0.7834
yolo11m,B_finetuned_unsupervised,grid_search,4.0,0.5,precision,0.7974
yolo11m,C_finetuned_supervised,bo_exploration,3.0,-0.08,precision,0.7664
yolo11m,C_finetuned_supervised,bo_exploitation,2.0,-0.11,precision,0.7632
yolo11m,C_finetuned_supervised,grid_search,4.0,0.0,precision,0.8024
rtdetr-l,A_unfinetuned,baseline,0.0,0.0,precision,0.0023
rtdetr-l,A_unfinetuned,bo_exploration,3.0,0.62,precision,0.7356
rtdetr-l,A_unfinetuned,bo_exploitation,2.0,0.4,precision,0.6254
rtdetr-l,A_unfinetuned,grid_search,4.0,0.5,precision,0.7663
rtdetr-l,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.0009
rtdetr-l,B_finetuned_unsupervised,bo_exploration,4.0,0.59,precision,0.7848
rtdetr-l,B_finetuned_unsupervised,bo_exploitation,3.0,0.55,precision,0.7644
rtdetr-l,B_finetuned_unsupervised,grid_search,4.0,0.5,precision,0.7848
rtdetr-l,C_finetuned_supervised,bo_exploration,4.0,0.17,precision,0.7745
rtdetr-l,C_finetuned_supervised,bo_exploitation,4.0,0.42,precision,0.7848
rtdetr-l,C_finetuned_supervised,grid_search,4.0,0.0,precision,0.7785
yolo11n,A_unfinetuned,baseline,0.0,0.0,precision,0.0016
yolo11n,A_unfinetuned,bo_exploration,3.0,0.62,precision,0.811
yolo11n,A_unfinetuned,bo_exploitation,4.0,0.47,precision,0.8484
yolo11n,A_unfinetuned,grid_search,4.0,0.5,precision,0.8484
yolo11n,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.0
yolo11n,B_finetuned_unsupervised,bo_exploration,2.0,0.39,precision,0.7928
yolo11n,B_finetuned_unsupervised,bo_exploitation,3.0,0.14,precision,0.8582
yolo11n,B_finetuned_unsupervised,grid_search,4.0,0.5,precision,0.8499
yolo11n,C_finetuned_supervised,bo_exploration,4.0,-0.03,precision,0.8638
yolo11n,C_finetuned_supervised,bo_exploitation,3.0,-0.12,precision,0.8464
yolo11n,C_finetuned_supervised,grid_search,4.0,0.0,precision,0.8638
yolo11m,A_unfinetuned,baseline,0.0,0.0,precision,0.0026
yolo11m,A_unfinetuned,bo_exploration,2.0,0.07,precision,0.7247
yolo11m,A_unfinetuned,bo_exploitation,3.0,0.54,precision,0.7718
yolo11m,A_unfinetuned,grid_search,4.0,0.5,precision,0.7944
yolo11m,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.001
yolo11m,B_finetuned_unsupervised,bo_exploration,2.0,0.39,precision,0.74
yolo11m,B_finetuned_unsupervised,bo_exploitation,4.0,0.45,precision,0.7972
yolo11m,B_finetuned_unsupervised,grid_search,4.0,0.5,precision,0.7972
yolo11m,C_finetuned_supervised,bo_exploration,4.0,-0.12,precision,0.8022
yolo11m,C_finetuned_supervised,bo_exploitation,3.0,0.11,precision,0.7661
yolo11m,C_finetuned_supervised,grid_search,4.0,0.0,precision,0.8022
rtdetr-l,A_unfinetuned,baseline,0.0,0.0,precision,0.004
rtdetr-l,A_unfinetuned,bo_exploration,3.0,-0.12,precision,0.6972
rtdetr-l,A_unfinetuned,bo_exploitation,4.0,0.62,precision,0.7404
rtdetr-l,A_unfinetuned,grid_search,4.0,0.5,precision,0.7404
rtdetr-l,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.0381
rtdetr-l,B_finetuned_unsupervised,bo_exploration,4.0,0.62,precision,0.6475
rtdetr-l,B_finetuned_unsupervised,bo_exploitation,2.0,0.41,precision,0.4636
rtdetr-l,B_finetuned_unsupervised,grid_search,4.0,0.5,precision,0.6475
rtdetr-l,C_finetuned_supervised,bo_exploration,3.0,0.1,precision,0.6086
rtdetr-l,C_finetuned_supervised,bo_exploitation,4.0,-0.06,precision,0.6554
rtdetr-l,C_finetuned_supervised,grid_search,4.0,0.0,precision,0.6554
yolo11n,A_unfinetuned,baseline,0.0,0.0,precision,0.0016
yolo11n,A_unfinetuned,bo_exploration,3.0,0.62,precision,0.7607
yolo11n,A_unfinetuned,bo_exploitation,3.0,-0.12,precision,0.755
yolo11n,A_unfinetuned,grid_search,4.0,0.5,precision,0.7979
yolo11n,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.0
yolo11n,B_finetuned_unsupervised,bo_exploration,3.0,0.16,precision,0.8585
yolo11n,B_finetuned_unsupervised,bo_exploitation,3.0,0.56,precision,0.8333
yolo11n,B_finetuned_unsupervised,grid_search,4.0,0.5,precision,0.8498
yolo11n,C_finetuned_supervised,bo_exploration,3.0,-0.12,precision,0.8466
yolo11n,C_finetuned_supervised,bo_exploitation,3.0,-0.12,precision,0.8466
yolo11n,C_finetuned_supervised,grid_search,4.0,0.0,precision,0.864
yolo11m,A_unfinetuned,baseline,0.0,0.0,precision,0.001
yolo11m,A_unfinetuned,bo_exploration,3.0,0.62,precision,0.7137
yolo11m,A_unfinetuned,bo_exploitation,4.0,0.48,precision,0.7265
yolo11m,A_unfinetuned,grid_search,4.0,0.5,precision,0.7265
yolo11m,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.001
yolo11m,B_finetuned_unsupervised,bo_exploration,4.0,0.24,precision,0.7949
yolo11m,B_finetuned_unsupervised,bo_exploitation,4.0,0.38,precision,0.7962
yolo11m,B_finetuned_unsupervised,grid_search,4.0,0.5,precision,0.7962
yolo11m,C_finetuned_supervised,bo_exploration,3.0,-0.12,precision,0.7656
yolo11m,C_finetuned_supervised,bo_exploitation,4.0,0.01,precision,0.8014
yolo11m,C_finetuned_supervised,grid_search,4.0,0.0,precision,0.8014
rtdetr-l,A_unfinetuned,baseline,0.0,0.0,precision,0.003
rtdetr-l,A_unfinetuned,bo_exploration,4.0,0.55,precision,0.733
rtdetr-l,A_unfinetuned,bo_exploitation,1.0,-0.07,precision,0.0159
rtdetr-l,A_unfinetuned,grid_search,4.0,0.5,precision,0.733
rtdetr-l,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.005
rtdetr-l,B_finetuned_unsupervised,bo_exploration,2.0,0.62,precision,0.575
rtdetr-l,B_finetuned_unsupervised,bo_exploitation,4.0,0.47,precision,0.7273
rtdetr-l,B_finetuned_unsupervised,grid_search,4.0,0.5,precision,0.7273
rtdetr-l,C_finetuned_supervised,bo_exploration,3.0,-0.12,precision,0.6523
rtdetr-l,C_finetuned_supervised,bo_exploitation,3.0,0.04,precision,0.6523
rtdetr-l,C_finetuned_supervised,grid_search,4.0,0.0,precision,0.7125
rtdetr-l,A_unfinetuned,baseline,0.0,0.0,precision,0.001
rtdetr-l,A_unfinetuned,bo_exploration,2.0,0.62,precision,0.5813
rtdetr-l,A_unfinetuned,bo_exploitation,3.0,0.38,precision,0.7252
rtdetr-l,A_unfinetuned,grid_search,4.0,0.5,precision,0.748
rtdetr-l,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.002
rtdetr-l,B_finetuned_unsupervised,bo_exploration,4.0,0.25,precision,0.8494
rtdetr-l,B_finetuned_unsupervised,bo_exploitation,4.0,0.55,precision,0.8433
rtdetr-l,B_finetuned_unsupervised,grid_search,4.0,0.5,precision,0.8433
rtdetr-l,A_unfinetuned,baseline,0.0,0.0,precision,0.0017
rtdetr-l,A_unfinetuned,bo_exploration,2.0,0.41,precision,0.6032
rtdetr-l,A_unfinetuned,bo_exploitation,1.0,0.62,precision,0.0096
rtdetr-l,A_unfinetuned,grid_search,4.0,0.5,precision,0.7502
rtdetr-l,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.0036
rtdetr-l,B_finetuned_unsupervised,bo_exploration,4.0,0.62,precision,0.7476
rtdetr-l,B_finetuned_unsupervised,bo_exploitation,3.0,0.53,precision,0.717
rtdetr-l,B_finetuned_unsupervised,grid_search,4.0,0.5,precision,0.7476
rtdetr-l,C_finetuned_supervised,bo_exploration,3.0,0.2,precision,0.7162
rtdetr-l,C_finetuned_supervised,bo_exploitation,4.0,0.1,precision,0.7345
rtdetr-l,C_finetuned_supervised,grid_search,4.0,0.25,precision,0.7505
yolo11n,A_unfinetuned,baseline,0.0,0.0,precision,0.0
yolo11n,A_unfinetuned,bo_exploration,4.0,0.6,precision,0.8115
yolo11n,A_unfinetuned,bo_exploitation,4.0,0.5,precision,0.8115
yolo11n,A_unfinetuned,grid_search,4.0,0.5,precision,0.8115
yolo11n,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.0007
yolo11n,B_finetuned_unsupervised,bo_exploration,4.0,0.62,precision,0.8234
yolo11n,B_finetuned_unsupervised,bo_exploitation,4.0,0.46,precision,0.8234
yolo11n,B_finetuned_unsupervised,grid_search,4.0,0.5,precision,0.8234
yolo11n,C_finetuned_supervised,bo_exploration,4.0,-0.02,precision,0.8346
yolo11n,C_finetuned_supervised,bo_exploitation,4.0,0.09,precision,0.8346
yolo11n,C_finetuned_supervised,grid_search,4.0,0.0,precision,0.8346
yolo11m,A_unfinetuned,baseline,0.0,0.0,precision,0.003
yolo11m,A_unfinetuned,bo_exploration,4.0,0.47,precision,0.7179
yolo11m,A_unfinetuned,bo_exploitation,4.0,0.62,precision,0.7179
yolo11m,A_unfinetuned,grid_search,4.0,0.5,precision,0.7179
yolo11m,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.0002
yolo11m,B_finetuned_unsupervised,bo_exploration,2.0,0.62,precision,0.6493
yolo11m,B_finetuned_unsupervised,bo_exploitation,1.0,0.58,precision,0.0462
yolo11m,B_finetuned_unsupervised,grid_search,4.0,0.5,precision,0.7773
yolo11m,C_finetuned_supervised,bo_exploration,3.0,0.62,precision,0.7654
yolo11m,C_finetuned_supervised,bo_exploitation,4.0,-0.12,precision,0.8048
yolo11m,C_finetuned_supervised,grid_search,4.0,0.0,precision,0.8048
yolo11n,A_unfinetuned,baseline,0.0,0.0,precision,0.0
yolo11n,A_unfinetuned,bo_exploration,2.0,0.43,precision,0.7186
yolo11n,A_unfinetuned,bo_exploitation,1.0,0.49,precision,0.0511
yolo11n,A_unfinetuned,grid_search,4.0,0.5,precision,0.8554
yolo11n,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.0
yolo11n,B_finetuned_unsupervised,bo_exploration,4.0,0.62,precision,0.8496
yolo11n,B_finetuned_unsupervised,bo_exploitation,2.0,0.37,precision,0.7951
yolo11n,B_finetuned_unsupervised,grid_search,4.0,0.5,precision,0.8496
yolo11n,C_finetuned_supervised,bo_exploration,4.0,0.33,precision,0.8813
yolo11n,C_finetuned_supervised,bo_exploitation,3.0,-0.1,precision,0.8461
yolo11n,C_finetuned_supervised,grid_search,4.0,0.0,precision,0.8639
yolo11m,A_unfinetuned,baseline,0.0,0.0,precision,0.0004
yolo11m,A_unfinetuned,bo_exploration,3.0,-0.12,precision,0.747
yolo11m,A_unfinetuned,bo_exploitation,3.0,0.38,precision,0.763
yolo11m,A_unfinetuned,grid_search,4.0,0.5,precision,0.7574
yolo11m,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.001
yolo11m,B_finetuned_unsupervised,bo_exploration,3.0,0.23,precision,0.7751
yolo11m,B_finetuned_unsupervised,bo_exploitation,3.0,0.16,precision,0.7751
yolo11m,B_finetuned_unsupervised,grid_search,4.0,0.5,precision,0.7964
yolo11m,C_finetuned_supervised,bo_exploration,4.0,-0.12,precision,0.8017
yolo11m,C_finetuned_supervised,bo_exploitation,3.0,0.61,precision,0.7822
yolo11m,C_finetuned_supervised,grid_search,4.0,0.0,precision,0.8017
yolo11n,A_unfinetuned,baseline,0.0,0.0,precision,0.0005
yolo11n,A_unfinetuned,bo_exploration,3.0,0.02,precision,0.7326
yolo11n,A_unfinetuned,bo_exploitation,1.0,0.21,precision,0.0266
yolo11n,A_unfinetuned,grid_search,4.0,0.5,precision,0.752
yolo11n,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.0
yolo11n,B_finetuned_unsupervised,bo_exploration,4.0,0.62,precision,0.8503
yolo11n,B_finetuned_unsupervised,bo_exploitation,4.0,0.38,precision,0.8503
yolo11n,B_finetuned_unsupervised,grid_search,4.0,0.5,precision,0.8503
yolo11n,C_finetuned_supervised,bo_exploration,4.0,0.44,precision,0.8503
yolo11m,A_unfinetuned,baseline,0.0,0.0,precision,0.0003
yolo11m,A_unfinetuned,bo_exploration,3.0,0.62,precision,0.7743
yolo11m,A_unfinetuned,bo_exploitation,2.0,0.62,precision,0.6766
yolo11m,A_unfinetuned,grid_search,4.0,0.5,precision,0.7712
yolo11m,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.001
yolo11m,B_finetuned_unsupervised,bo_exploration,3.0,0.51,precision,0.7832
yolo11m,B_finetuned_unsupervised,bo_exploitation,4.0,0.62,precision,0.7975
yolo11m,B_finetuned_unsupervised,grid_search,4.0,0.5,precision,0.7975
